data,variavel,grupo,vm_grupos
2022-01-01,IPCA peso mensal,8104.Cursos diversos,1.07
2022-01-01,IPCA peso mensal,8104001.Curso preparatório,0.0
2022-01-01,IPCA peso mensal,8104003.Curso de idioma,0.0
2022-01-01,IPCA peso mensal,8104004.Curso de informática,0.66
2022-01-01,IPCA peso mensal,8104005.Autoescola,0.84
2022-01-01,IPCA peso mensal,8104006.Atividades físicas,2.06
2022-01-01,IPCA peso mensal,9.Comunicação,1.05
2022-01-01,IPCA peso mensal,91.Comunicação,1.05
2022-01-01,IPCA peso mensal,9101.Comunicação,1.05
2022-01-01,IPCA peso mensal,9101001.Correio,0.0
2022-01-01,IPCA peso mensal,9101002.Plano de telefonia fixa,0.0
2022-01-01,IPCA peso mensal,9101008.Plano de telefonia móvel,0.76
2022-01-01,IPCA peso mensal,9101010.Tv por assinatura,0.0
2022-01-01,IPCA peso mensal,9101018.Acesso à internet,0.0
2022-01-01,IPCA peso mensal,9101019.Aparelho telefônico,-0.24
2022-01-01,IPCA peso mensal,9101115.Serviços de streaming,0.0
2022-01-01,IPCA peso mensal,"9101116.Combo de telefonia, internet e tv por assinatura",3.03
2022-02-01,IPCA peso mensal,Índice geral,1.01
2022-02-01,IPCA peso mensal,1.Alimentação e bebidas,1.28
2022-02-01,IPCA peso mensal,11.Alimentação no domicílio,1.65
2022-02-01,IPCA peso mensal,"1101.Cereais, leguminosas e oleaginosas",1.32
2022-02-01,IPCA peso mensal,1101002.Arroz,0.14
2022-02-01,IPCA peso mensal,1101051.Feijão - mulatinho,9.35
2022-02-01,IPCA peso mensal,1101052.Feijão - preto,3.05
2022-02-01,IPCA peso mensal,1101053.Feijão - macáçar (fradinho),4.16
2022-02-01,IPCA peso mensal,1101073.Feijão - carioca (rajado),4.77
2022-02-01,IPCA peso mensal,1101079.Milho (em grão),1.11
2022-02-01,IPCA peso mensal,"1102.Farinhas, féculas e massas",1.27
2022-02-01,IPCA peso mensal,1102001.Farinha de arroz,1.3
2022-02-01,IPCA peso mensal,1102006.Macarrão,1.14
2022-02-01,IPCA peso mensal,1102008.Fubá de milho,-0.6
2022-02-01,IPCA peso mensal,1102010.Flocos de milho,0.42
2022-02-01,IPCA peso mensal,1102012.Farinha de trigo,2.76
2022-02-01,IPCA peso mensal,1102023.Farinha de mandioca,2.66
2022-02-01,IPCA peso mensal,1102029.Massa semipreparada,-0.27
2022-02-01,IPCA peso mensal,1102061.Macarrão instantâneo,1.96
2022-02-01,IPCA peso mensal,"1103.Tubérculos, raízes e legumes",11.24
2022-02-01,IPCA peso mensal,1103002.Batata-doce,1.66
2022-02-01,IPCA peso mensal,1103003.Batata-inglesa,23.49
2022-02-01,IPCA peso mensal,1103004.Inhame,5.42
2022-02-01,IPCA peso mensal,1103005.Mandioca (aipim),0.65
2022-02-01,IPCA peso mensal,1103020.Abobrinha,34.05
2022-02-01,IPCA peso mensal,1103025.Pepino,4.07
2022-02-01,IPCA peso mensal,1103026.Pimentão,-1.03
2022-02-01,IPCA peso mensal,1103028.Tomate,0.01
2022-02-01,IPCA peso mensal,1103043.Cebola,3.26
2022-02-01,IPCA peso mensal,1103044.Cenoura,55.41
2022-02-01,IPCA peso mensal,1104.Açúcares e derivados,0.92
2022-02-01,IPCA peso mensal,1104003.Açúcar refinado,1.28
2022-02-01,IPCA peso mensal,1104004.Açúcar cristal,0.13
2022-02-01,IPCA peso mensal,1104018.Balas,1.2
2022-02-01,IPCA peso mensal,1104023.Chocolate em barra e bombom,1.66
2022-02-01,IPCA peso mensal,1104032.Sorvete,0.12
2022-02-01,IPCA peso mensal,1104052.Chocolate e achocolatado em pó,1.18
2022-02-01,IPCA peso mensal,1104060.Doce de frutas em pasta,6.51
2022-02-01,IPCA peso mensal,1104067.Açúcar demerara,3.74
2022-02-01,IPCA peso mensal,1105.Hortaliças e verduras,15.42
2022-02-01,IPCA peso mensal,1105001.Alface,18.25
2022-02-01,IPCA peso mensal,1105004.Coentro,6.83
2022-02-01,IPCA peso mensal,1105005.Couve,15.06
2022-02-01,IPCA peso mensal,1105006.Couve-flor,7.19
2022-02-01,IPCA peso mensal,1105010.Repolho,25.71
2022-02-01,IPCA peso mensal,1105012.Cheiro-verde,8.88
2022-02-01,IPCA peso mensal,1105019.Brócolis,11.52
2022-02-01,IPCA peso mensal,1106.Frutas,3.55
2022-02-01,IPCA peso mensal,1106001.Banana-da-terra,1.57
2022-02-01,IPCA peso mensal,1106003.Abacaxi,0.19
2022-02-01,IPCA peso mensal,1106004.Abacate,-16.0
2022-02-01,IPCA peso mensal,1106005.Banana - d'água,-6.84
2022-02-01,IPCA peso mensal,1106006.Banana - maçã,-8.41
2022-02-01,IPCA peso mensal,1106008.Banana - prata,2.68
2022-02-01,IPCA peso mensal,1106011.Laranja - baía,9.4
2022-02-01,IPCA peso mensal,1106012.Laranja - lima,-4.52
2022-02-01,IPCA peso mensal,1106015.Limão,2.82
2022-02-01,IPCA peso mensal,1106017.Maçã,8.34
2022-02-01,IPCA peso mensal,1106018.Mamão,7.78
2022-02-01,IPCA peso mensal,1106019.Manga,5.12
2022-02-01,IPCA peso mensal,1106020.Maracujá,10.81
2022-02-01,IPCA peso mensal,1106021.Melancia,24.0
2022-02-01,IPCA peso mensal,1106022.Melão,10.86
2022-02-01,IPCA peso mensal,1106023.Pera,-6.2
2022-02-01,IPCA peso mensal,1106027.Tangerina,3.02
2022-02-01,IPCA peso mensal,1106028.Uva,2.82
2022-02-01,IPCA peso mensal,1106039.Laranja - pera,0.47
2022-02-01,IPCA peso mensal,1106051.Morango,18.36
2022-02-01,IPCA peso mensal,1106084.Goiaba,-2.94
2022-02-01,IPCA peso mensal,1107.Carnes,0.46
2022-02-01,IPCA peso mensal,1107009.Fígado,-1.51
2022-02-01,IPCA peso mensal,1107018.Carne de porco,-3.01
2022-02-01,IPCA peso mensal,1107031.Carne de carneiro,-1.47
2022-02-01,IPCA peso mensal,1107081.Cupim,-0.98
2022-02-01,IPCA peso mensal,1107084.Contrafilé,0.96
2022-02-01,IPCA peso mensal,1107085.Filé-mignon,-6.56
2022-02-01,IPCA peso mensal,1107087.Chã de dentro,1.26
2022-02-01,IPCA peso mensal,1107088.Alcatra,1.76
2022-02-01,IPCA peso mensal,1107089.Patinho,0.14
2022-02-01,IPCA peso mensal,1107090.Lagarto redondo,2.4
2022-02-01,IPCA peso mensal,1107091.Lagarto comum,-0.09
2022-02-01,IPCA peso mensal,1107093.Músculo,0.83
2022-02-01,IPCA peso mensal,1107094.Pá,0.93
2022-02-01,IPCA peso mensal,1107095.Acém,2.48
2022-02-01,IPCA peso mensal,1107096.Peito,1.03
2022-02-01,IPCA peso mensal,1107097.Capa de filé,0.07
2022-02-01,IPCA peso mensal,1107099.Costela,0.67
2022-02-01,IPCA peso mensal,1107208.Picanha,-3.75
2022-02-01,IPCA peso mensal,1108.Pescados,-0.04
2022-02-01,IPCA peso mensal,1108002.Peixe - anchova,-0.79
2022-02-01,IPCA peso mensal,1108004.Peixe - corvina,-0.74
2022-02-01,IPCA peso mensal,1108011.Peixe - tainha,8.24
2022-02-01,IPCA peso mensal,1108012.Peixe - sardinha,0.6
2022-02-01,IPCA peso mensal,1108013.Camarão,-0.59
2022-02-01,IPCA peso mensal,1108019.Peixe - cavala,5.25
2022-02-01,IPCA peso mensal,1108029.Peixe - cação,1.17
2022-02-01,IPCA peso mensal,1108031.Peixe - merluza,0.29
2022-02-01,IPCA peso mensal,1108032.Peixe - serra,1.65
2022-02-01,IPCA peso mensal,1108038.Peixe - pescada,0.06
2022-02-01,IPCA peso mensal,1108045.Caranguejo,-0.7
2022-02-01,IPCA peso mensal,1108049.Peixe - castanha,-0.79
2022-02-01,IPCA peso mensal,1108052.Peixe - palombeta,-2.22
2022-02-01,IPCA peso mensal,1108072.Peixe - curimatã,1.83
2022-02-01,IPCA peso mensal,1108075.Peixe - salmão,0.06
2022-02-01,IPCA peso mensal,1108080.Peixe - tilápia,1.11
2022-02-01,IPCA peso mensal,1108087.Peixe - tambaqui,-0.49
2022-02-01,IPCA peso mensal,1108088.Peixe - dourada,-8.05
2022-02-01,IPCA peso mensal,1108092.Peixe - filhote,0.71
2022-02-01,IPCA peso mensal,1108096.Peixe - peroá,-0.38
2022-02-01,IPCA peso mensal,1108112.Peixe - pintado,1.63
2022-02-01,IPCA peso mensal,1108125.Peixe - aruanã,-0.93
2022-02-01,IPCA peso mensal,1109.Carnes e peixes industrializados,-0.17
2022-02-01,IPCA peso mensal,1109002.Presunto,-0.04
2022-02-01,IPCA peso mensal,1109007.Salsicha,-0.84
2022-02-01,IPCA peso mensal,1109008.Linguiça,-0.04
2022-02-01,IPCA peso mensal,1109010.Mortadela,-0.56
2022-02-01,IPCA peso mensal,1109012.Salame,2.53
2022-02-01,IPCA peso mensal,1109023.Bacalhau,0.07
2022-02-01,IPCA peso mensal,1109056.Carne-seca e de sol,-0.6
2022-02-01,IPCA peso mensal,1109058.Carne de porco salgada e defumada,0.82
2022-02-01,IPCA peso mensal,1110.Aves e ovos,-0.89
2022-02-01,IPCA peso mensal,1110009.Frango inteiro,-2.29
2022-02-01,IPCA peso mensal,1110010.Frango em pedaços,-1.35
2022-02-01,IPCA peso mensal,1110044.Ovo de galinha,2.79
2022-02-01,IPCA peso mensal,1111.Leites e derivados,1.24
2022-02-01,IPCA peso mensal,1111004.Leite longa vida,1.04
2022-02-01,IPCA peso mensal,1111008.Leite condensado,-1.98
2022-02-01,IPCA peso mensal,1111009.Leite em pó,-0.05
2022-02-01,IPCA peso mensal,1111011.Queijo,1.49
2022-02-01,IPCA peso mensal,1111019.Iogurte e bebidas lácteas,3.37
2022-02-01,IPCA peso mensal,1111021.Requeijão,1.01
2022-02-01,IPCA peso mensal,1111031.Manteiga,1.21
2022-02-01,IPCA peso mensal,1111038.Leite fermentado,1.5
2022-02-01,IPCA peso mensal,1112.Panificados,1.58
2022-02-01,IPCA peso mensal,1112003.Biscoito,2.25
2022-02-01,IPCA peso mensal,1112015.Pão francês,0.96
2022-02-01,IPCA peso mensal,1112017.Pão doce,1.79
2022-02-01,IPCA peso mensal,1112018.Pão de forma,1.8
2022-02-01,IPCA peso mensal,1112019.Bolo,2.83
2022-02-01,IPCA peso mensal,1112025.Pão de queijo,0.92
2022-02-01,IPCA peso mensal,1113.Óleos e gorduras,0.77
2022-02-01,IPCA peso mensal,1113013.Óleo de soja,0.6
2022-02-01,IPCA peso mensal,1113014.Azeite de oliva,1.58
2022-02-01,IPCA peso mensal,1113040.Margarina,0.81
2022-02-01,IPCA peso mensal,1114.Bebidas e infusões,1.16
2022-02-01,IPCA peso mensal,1114001.Suco de frutas,0.98
2022-02-01,IPCA peso mensal,1114003.Polpa de fruta (congelada),1.07
2022-02-01,IPCA peso mensal,1114004.Açaí (emulsão),4.27
2022-02-01,IPCA peso mensal,1114022.Café moído,2.51
2022-02-01,IPCA peso mensal,1114023.Café solúvel,1.81
2022-02-01,IPCA peso mensal,1114083.Refrigerante e água mineral,-0.05
2022-02-01,IPCA peso mensal,1114084.Cerveja,0.93
2022-02-01,IPCA peso mensal,1114085.Outras bebidas alcoólicas,1.46
2022-02-01,IPCA peso mensal,1114087.Vinho,0.44
2022-02-01,IPCA peso mensal,1114090.Suco em pó,0.84
2022-02-01,IPCA peso mensal,1114091.Chá mate (erva mate),0.42
2022-02-01,IPCA peso mensal,1115.Enlatados e conservas,0.84
2022-02-01,IPCA peso mensal,1115013.Alimento infantil,1.31
2022-02-01,IPCA peso mensal,1115016.Palmito em conserva,-0.15
2022-02-01,IPCA peso mensal,1115017.Pepino em conserva,-0.12
2022-02-01,IPCA peso mensal,1115039.Sardinha em conserva,1.67
2022-02-01,IPCA peso mensal,1115050.Salsicha em conserva,-0.5
2022-02-01,IPCA peso mensal,1115056.Sopa desidratada,-0.26
2022-02-01,IPCA peso mensal,1115057.Azeitona,0.6
2022-02-01,IPCA peso mensal,1115058.Milho-verde em conserva,0.87
2022-02-01,IPCA peso mensal,1115075.Atum em conserva,0.65
2022-02-01,IPCA peso mensal,1116.Sal e condimentos,0.67
2022-02-01,IPCA peso mensal,1116001.Leite de coco,-1.86
2022-02-01,IPCA peso mensal,1116005.Atomatado,0.61
2022-02-01,IPCA peso mensal,1116010.Alho,0.08
2022-02-01,IPCA peso mensal,1116013.Sal,1.3
2022-02-01,IPCA peso mensal,1116022.Colorau,2.53
2022-02-01,IPCA peso mensal,1116023.Caldo de tucupi,0.46
2022-02-01,IPCA peso mensal,1116026.Fermento,0.46
2022-02-01,IPCA peso mensal,1116033.Maionese,2.01
2022-02-01,IPCA peso mensal,1116041.Vinagre,0.76
2022-02-01,IPCA peso mensal,1116048.Caldo concentrado,0.64
2022-02-01,IPCA peso mensal,1116071.Tempero misto,0.9
2022-02-01,IPCA peso mensal,12.Alimentação fora do domicílio,0.3
2022-02-01,IPCA peso mensal,1201.Alimentação fora do domicílio,0.3
2022-02-01,IPCA peso mensal,1201001.Refeição,0.02
2022-02-01,IPCA peso mensal,1201003.Lanche,0.85
2022-02-01,IPCA peso mensal,1201007.Refrigerante e água mineral,0.04
2022-02-01,IPCA peso mensal,1201009.Cafezinho,-0.43
2022-02-01,IPCA peso mensal,1201048.Cerveja,0.72
2022-02-01,IPCA peso mensal,1201051.Outras bebidas alcoólicas,-0.31
2022-02-01,IPCA peso mensal,1201052.Vinho,1.26
2022-02-01,IPCA peso mensal,1201061.Doces,1.9
2022-02-01,IPCA peso mensal,1201088.Sorvete,0.72
2022-02-01,IPCA peso mensal,2.Habitação,0.54
2022-02-01,IPCA peso mensal,21.Encargos e manutenção,0.86
2022-02-01,IPCA peso mensal,2101.Aluguel e taxas,0.86
2022-02-01,IPCA peso mensal,2101001.Aluguel residencial,0.98
2022-02-01,IPCA peso mensal,2101002.Condomínio,0.83
2022-02-01,IPCA peso mensal,2101004.Taxa de água e esgoto,0.65
2022-02-01,IPCA peso mensal,2101012.Mudança,1.26
2022-02-01,IPCA peso mensal,2103.Reparos,0.97
2022-02-01,IPCA peso mensal,2103005.Ferragens,-0.48
2022-02-01,IPCA peso mensal,2103008.Material de eletricidade,-0.22
2022-02-01,IPCA peso mensal,2103012.Vidro,-3.22
2022-02-01,IPCA peso mensal,2103014.Tinta,1.99
2022-02-01,IPCA peso mensal,2103032.Revestimento de piso e parede,1.62
2022-02-01,IPCA peso mensal,2103038.Madeira e taco,-0.45
2022-02-01,IPCA peso mensal,2103039.Cimento,-0.16
2022-02-01,IPCA peso mensal,2103040.Tijolo,0.95
2022-02-01,IPCA peso mensal,2103041.Material hidráulico,2.35
2022-02-01,IPCA peso mensal,2103042.Mão de obra,0.23
2022-02-01,IPCA peso mensal,2103048.Areia,0.01
2022-02-01,IPCA peso mensal,2103049.Pedras,0.72
2022-02-01,IPCA peso mensal,2103055.Telha,1.58
2022-02-01,IPCA peso mensal,2104.Artigos de limpeza,0.7
2022-02-01,IPCA peso mensal,2104003.Saco para lixo,-0.52
2022-02-01,IPCA peso mensal,2104005.Água sanitária,0.64
2022-02-01,IPCA peso mensal,2104008.Detergente,1.14
2022-02-01,IPCA peso mensal,2104009.Sabão em pó,-0.14
2022-02-01,IPCA peso mensal,2104012.Desinfetante,0.98
2022-02-01,IPCA peso mensal,2104015.Sabão em barra,1.61
2022-02-01,IPCA peso mensal,2104016.Esponja de limpeza,0.24
2022-02-01,IPCA peso mensal,2104019.Sabão líquido,-0.77
2022-02-01,IPCA peso mensal,2104020.Limpador multiuso,1.6
2022-02-01,IPCA peso mensal,2104041.Papel toalha,-0.5
2022-02-01,IPCA peso mensal,2104085.Amaciante e alvejante,1.19
2022-02-01,IPCA peso mensal,22.Combustíveis e energia,0.07
2022-02-01,IPCA peso mensal,2201.Combustíveis (domésticos),-0.2
2022-02-01,IPCA peso mensal,2201003.Carvão vegetal,-1.78
2022-02-01,IPCA peso mensal,2201004.Gás de botijão,-0.27
2022-02-01,IPCA peso mensal,2201005.Gás encanado,0.45
2022-02-01,IPCA peso mensal,2202.Energia elétrica residencial,0.15
2022-02-01,IPCA peso mensal,2202003.Energia elétrica residencial,0.15
2022-02-01,IPCA peso mensal,3.Artigos de residência,1.76
2022-02-01,IPCA peso mensal,31.Móveis e utensílios,1.8
2022-02-01,IPCA peso mensal,3101.Mobiliário,2.43
2022-02-01,IPCA peso mensal,3101002.Móvel para sala,2.63
2022-02-01,IPCA peso mensal,3101003.Móvel para quarto,2.52
2022-02-01,IPCA peso mensal,3101015.Móvel para copa e cozinha,2.19
2022-02-01,IPCA peso mensal,3101016.Móvel infantil,1.46
2022-02-01,IPCA peso mensal,3101017.Colchão,0.0
2022-02-01,IPCA peso mensal,3102.Utensílios e enfeites,0.42
2022-02-01,IPCA peso mensal,3102001.Artigos de iluminação,0.11
2022-02-01,IPCA peso mensal,3102005.Tapete,-0.1
2022-02-01,IPCA peso mensal,3102006.Cortina,1.17
2022-02-01,IPCA peso mensal,3102007.Utensílios de metal,0.21
2022-02-01,IPCA peso mensal,3102009.Utensílios de vidro e louça,1.13
2022-02-01,IPCA peso mensal,3102010.Utensílios de plástico,1.08
2022-02-01,IPCA peso mensal,3102035.Flores naturais,-1.76
2022-02-01,IPCA peso mensal,3102337.Utensílios para bebê,0.07
2022-02-01,IPCA peso mensal,"3103.Cama, mesa e banho",1.45
2022-02-01,IPCA peso mensal,3103001.Roupa de cama,1.48
2022-02-01,IPCA peso mensal,3103003.Roupa de banho,0.3
2022-02-01,IPCA peso mensal,32.Aparelhos eletroeletrônicos,1.92
2022-02-01,IPCA peso mensal,3201.Eletrodomésticos e equipamentos,3.18
2022-02-01,IPCA peso mensal,3201001.Refrigerador,4.13
2022-02-01,IPCA peso mensal,3201002.Ar-condicionado,1.92
2022-02-01,IPCA peso mensal,3201006.Máquina de lavar roupa,3.24
2022-02-01,IPCA peso mensal,3201013.Ventilador,1.08
2022-02-01,IPCA peso mensal,3201021.Fogão,2.11
2022-02-01,IPCA peso mensal,3201050.Chuveiro elétrico,1.42
2022-02-01,IPCA peso mensal,"3202.Tv, som e informática",0.54
2022-02-01,IPCA peso mensal,3202001.Televisor,0.33
2022-02-01,IPCA peso mensal,3202003.Aparelho de som,0.07
2022-02-01,IPCA peso mensal,3202008.Videogame (console),0.01
2022-02-01,IPCA peso mensal,3202028.Computador pessoal,0.92
2022-02-01,IPCA peso mensal,33.Consertos e manutenção,0.74
2022-02-01,IPCA peso mensal,3301.Consertos e manutenção,0.74
2022-02-01,IPCA peso mensal,3301002.Conserto de refrigerador,0.53
2022-02-01,IPCA peso mensal,3301006.Conserto de televisor,1.48
2022-02-01,IPCA peso mensal,3301015.Conserto de máquina de lavar roupa,0.46
2022-02-01,IPCA peso mensal,3301022.Reforma de estofado,1.19
2022-02-01,IPCA peso mensal,3301088.Conserto de aparelho celular,-0.2
2022-02-01,IPCA peso mensal,3301130.Conserto de bicicleta,0.96
2022-02-01,IPCA peso mensal,4.Vestuário,0.88
2022-02-01,IPCA peso mensal,41.Roupas,1.0
2022-02-01,IPCA peso mensal,4101.Roupa masculina,1.14
2022-02-01,IPCA peso mensal,4101002.Calça comprida masculina,1.64
2022-02-01,IPCA peso mensal,4101005.Agasalho masculino,1.01
2022-02-01,IPCA peso mensal,4101006.Bermuda/short masculino,-0.03
2022-02-01,IPCA peso mensal,4101008.Cueca,1.3
2022-02-01,IPCA peso mensal,4101009.Camisa/camiseta masculina,1.26
2022-02-01,IPCA peso mensal,4102.Roupa feminina,1.15
2022-02-01,IPCA peso mensal,4102002.Calça comprida feminina,2.0
2022-02-01,IPCA peso mensal,4102003.Agasalho feminino,1.49
2022-02-01,IPCA peso mensal,4102004.Saia,0.87
2022-02-01,IPCA peso mensal,4102005.Vestido,1.59
2022-02-01,IPCA peso mensal,4102008.Blusa,0.43
2022-02-01,IPCA peso mensal,4102010.Lingerie,1.28
2022-02-01,IPCA peso mensal,4102013.Bermuda/short feminino,0.73
2022-02-01,IPCA peso mensal,4103.Roupa infantil,0.38
2022-02-01,IPCA peso mensal,4103001.Uniforme escolar,2.11
2022-02-01,IPCA peso mensal,4103002.Calça comprida infantil,0.59
2022-02-01,IPCA peso mensal,4103005.Agasalho infantil,3.74
2022-02-01,IPCA peso mensal,4103007.Vestido infantil,-0.53
2022-02-01,IPCA peso mensal,4103008.Bermuda/short infantil,-0.59
2022-02-01,IPCA peso mensal,4103011.Camisa/camiseta infantil,0.51
2022-02-01,IPCA peso mensal,4103031.Conjunto infantil,-0.42
2022-02-01,IPCA peso mensal,42.Calçados e acessórios,0.83
2022-02-01,IPCA peso mensal,4201.Calçados e acessórios,0.83
2022-02-01,IPCA peso mensal,4201002.Sapato masculino,1.82
2022-02-01,IPCA peso mensal,4201003.Sapato feminino,0.92
2022-02-01,IPCA peso mensal,4201004.Sapato infantil,1.13
2022-02-01,IPCA peso mensal,4201015.Bolsa,1.18
2022-02-01,IPCA peso mensal,4201040.Mochila,1.49
2022-02-01,IPCA peso mensal,4201063.Tênis,0.42
2022-02-01,IPCA peso mensal,4201098.Sandália/chinelo,0.69
2022-02-01,IPCA peso mensal,43.Joias e bijuterias,-0.36
2022-02-01,IPCA peso mensal,4301.Joias e bijuterias,-0.36
2022-02-01,IPCA peso mensal,4301001.Bijuteria,0.74
2022-02-01,IPCA peso mensal,4301002.Joia,-0.82
2022-02-01,IPCA peso mensal,4301004.Relógio de pulso,0.69
2022-02-01,IPCA peso mensal,44.Tecidos e armarinho,0.68
2022-02-01,IPCA peso mensal,4401.Tecidos e armarinho,0.68
2022-02-01,IPCA peso mensal,4401001.Tecido,0.71
2022-02-01,IPCA peso mensal,4401002.Artigos de armarinho,0.53
2022-02-01,IPCA peso mensal,5.Transportes,0.46
2022-02-01,IPCA peso mensal,51.Transportes,0.46
2022-02-01,IPCA peso mensal,5101.Transporte público,-0.18
2022-02-01,IPCA peso mensal,5101001.Ônibus urbano,0.45
2022-02-01,IPCA peso mensal,5101002.Táxi,0.88
2022-02-01,IPCA peso mensal,5101004.Trem,0.0
2022-02-01,IPCA peso mensal,5101006.Ônibus intermunicipal,0.38
2022-02-01,IPCA peso mensal,5101007.Ônibus interestadual,1.36
2022-02-01,IPCA peso mensal,5101010.Passagem aérea,-5.0
2022-02-01,IPCA peso mensal,5101011.Metrô,0.0
2022-02-01,IPCA peso mensal,5101026.Transporte escolar,3.75
2022-02-01,IPCA peso mensal,5101051.Transporte por aplicativo,2.22
2022-02-01,IPCA peso mensal,5101053.Integração transporte público,0.0
2022-02-01,IPCA peso mensal,5102.Veículo próprio,1.57
2022-02-01,IPCA peso mensal,5102001.Automóvel novo,1.68
2022-02-01,IPCA peso mensal,5102004.Emplacamento e licença,1.69
2022-02-01,IPCA peso mensal,5102005.Seguro voluntário de veículo,3.24
2022-02-01,IPCA peso mensal,5102006.Multa,0.0
2022-02-01,IPCA peso mensal,5102007.Óleo lubrificante,2.11
2022-02-01,IPCA peso mensal,5102009.Acessórios e peças,1.67
2022-02-01,IPCA peso mensal,5102010.Pneu,1.56
2022-02-01,IPCA peso mensal,5102011.Conserto de automóvel,0.92
2022-02-01,IPCA peso mensal,5102013.Estacionamento,-1.49
2022-02-01,IPCA peso mensal,5102015.Pedágio,0.12
2022-02-01,IPCA peso mensal,5102020.Automóvel usado,1.51
2022-02-01,IPCA peso mensal,5102037.Pintura de veículo,1.4
2022-02-01,IPCA peso mensal,5102051.Aluguel de veículo,-15.28
2022-02-01,IPCA peso mensal,5102053.Motocicleta,1.72
2022-02-01,IPCA peso mensal,5104.Combustíveis (veículos),-0.92
2022-02-01,IPCA peso mensal,5104001.Gasolina,-0.47
2022-02-01,IPCA peso mensal,5104002.Etanol,-5.04
2022-02-01,IPCA peso mensal,5104003.Óleo diesel,1.65
2022-02-01,IPCA peso mensal,5104005.Gás veicular,2.77
2022-02-01,IPCA peso mensal,6.Saúde e cuidados pessoais,0.47
2022-02-01,IPCA peso mensal,61.Produtos farmacêuticos e óticos,0.51
2022-02-01,IPCA peso mensal,6101.Produtos farmacêuticos,0.57
2022-02-01,IPCA peso mensal,6101001.Anti-infeccioso e antibiótico,0.53
2022-02-01,IPCA peso mensal,6101002.Analgésico e antitérmico,1.11
2022-02-01,IPCA peso mensal,6101003.Anti-inflamatório e antirreumático,-0.18
2022-02-01,IPCA peso mensal,6101004.Antigripal e antitussígeno,1.48
2022-02-01,IPCA peso mensal,6101006.Dermatológico,1.21
2022-02-01,IPCA peso mensal,6101007.Antialérgico e broncodilatador,-0.09
2022-02-01,IPCA peso mensal,6101009.Gastroprotetor,0.3
2022-02-01,IPCA peso mensal,6101010.Vitamina e fortificante,1.15
2022-02-01,IPCA peso mensal,6101011.Hormonal,0.19
2022-02-01,IPCA peso mensal,6101013.Psicotrópico e anorexígeno,0.65
2022-02-01,IPCA peso mensal,6101014.Hipotensor e hipocolesterolêmico,0.27
2022-02-01,IPCA peso mensal,6101051.Oftalmológico,1.3
2022-02-01,IPCA peso mensal,6101064.Antidiabético,0.12
2022-02-01,IPCA peso mensal,6101148.Neurológico,-0.56
2022-02-01,IPCA peso mensal,6102.Produtos óticos,-0.24
2022-02-01,IPCA peso mensal,6102012.Óculos de grau,-0.24
2022-02-01,IPCA peso mensal,62.Serviços de saúde,-0.22
2022-02-01,IPCA peso mensal,6201.Serviços médicos e dentários,0.82
2022-02-01,IPCA peso mensal,6201002.Médico,0.89
2022-02-01,IPCA peso mensal,6201003.Dentista,0.76
2022-02-01,IPCA peso mensal,6201005.Aparelho ortodôntico,0.92
2022-02-01,IPCA peso mensal,6201007.Fisioterapeuta,0.0
2022-02-01,IPCA peso mensal,6201010.Psicólogo,0.76
2022-02-01,IPCA peso mensal,6202.Serviços laboratoriais e hospitalares,0.75
2022-02-01,IPCA peso mensal,6202003.Exame de laboratório,0.52
2022-02-01,IPCA peso mensal,6202004.Hospitalização e cirurgia,0.96
2022-02-01,IPCA peso mensal,6202006.Exame de imagem,0.38
2022-02-01,IPCA peso mensal,6203.Plano de saúde,-0.69
2022-02-01,IPCA peso mensal,6203001.Plano de saúde,-0.69
2022-02-01,IPCA peso mensal,63.Cuidados pessoais,1.43
2022-02-01,IPCA peso mensal,6301.Higiene pessoal,1.43
2022-02-01,IPCA peso mensal,6301001.Produto para cabelo,0.15
2022-02-01,IPCA peso mensal,6301002.Fralda descartável,0.99
2022-02-01,IPCA peso mensal,6301004.Produto para barba,-0.06
2022-02-01,IPCA peso mensal,6301006.Produto para pele,-5.53
2022-02-01,IPCA peso mensal,6301007.Produto para higiene bucal,1.27
2022-02-01,IPCA peso mensal,6301010.Produto para unha,-2.93
2022-02-01,IPCA peso mensal,6301011.Perfume,6.17
2022-02-01,IPCA peso mensal,6301014.Desodorante,0.12
2022-02-01,IPCA peso mensal,6301015.Absorvente higiênico,0.16
2022-02-01,IPCA peso mensal,6301016.Sabonete,2.51
2022-02-01,IPCA peso mensal,6301017.Papel higiênico,0.77
2022-02-01,IPCA peso mensal,6301020.Artigos de maquiagem,-0.73
2022-02-01,IPCA peso mensal,7.Despesas pessoais,0.64
2022-02-01,IPCA peso mensal,71.Serviços pessoais,0.5
2022-02-01,IPCA peso mensal,7101.Serviços pessoais,0.5
2022-02-01,IPCA peso mensal,7101001.Costureira,-1.93
2022-02-01,IPCA peso mensal,7101005.Manicure,1.0
2022-02-01,IPCA peso mensal,7101010.Empregado doméstico,0.14
2022-02-01,IPCA peso mensal,7101011.Cabeleireiro e barbeiro,0.64
2022-02-01,IPCA peso mensal,7101014.Depilação,1.85
2022-02-01,IPCA peso mensal,7101034.Cartório,1.26
2022-02-01,IPCA peso mensal,7101036.Despachante,1.14
2022-02-01,IPCA peso mensal,7101076.Serviço bancário,0.85
2022-02-01,IPCA peso mensal,7101090.Conselho de classe,0.21
