,data,variavel,grupo,valor
72884,2022-04-01,IPCA peso mensal,2104016.Esponja de limpeza,2.78
72885,2022-04-01,IPCA peso mensal,2104019.Sabão líquido,1.38
72886,2022-04-01,IPCA peso mensal,2104020.Limpador multiuso,2.82
72887,2022-04-01,IPCA peso mensal,2104041.Papel toalha,1.45
72888,2022-04-01,IPCA peso mensal,2104085.Amaciante e alvejante,2.16
72889,2022-04-01,IPCA peso mensal,22.Combustíveis e energia,-3.99
72890,2022-04-01,IPCA peso mensal,2201.Combustíveis (domésticos),3.14
72891,2022-04-01,IPCA peso mensal,2201003.Carvão vegetal,4.62
72892,2022-04-01,IPCA peso mensal,2201004.Gás de botijão,3.32
72893,2022-04-01,IPCA peso mensal,2201005.Gás encanado,1.38
72894,2022-04-01,IPCA peso mensal,2202.Energia elétrica residencial,-6.27
72895,2022-04-01,IPCA peso mensal,2202003.Energia elétrica residencial,-6.27
72896,2022-04-01,IPCA peso mensal,3.Artigos de residência,1.53
72897,2022-04-01,IPCA peso mensal,31.Móveis e utensílios,1.28
72898,2022-04-01,IPCA peso mensal,3101.Mobiliário,1.6
72899,2022-04-01,IPCA peso mensal,3101002.Móvel para sala,1.84
72900,2022-04-01,IPCA peso mensal,3101003.Móvel para quarto,1.44
72901,2022-04-01,IPCA peso mensal,3101015.Móvel para copa e cozinha,1.82
72902,2022-04-01,IPCA peso mensal,3101016.Móvel infantil,0.13
72903,2022-04-01,IPCA peso mensal,3101017.Colchão,1.34
72904,2022-04-01,IPCA peso mensal,3102.Utensílios e enfeites,1.09
72905,2022-04-01,IPCA peso mensal,3102001.Artigos de iluminação,1.07
72906,2022-04-01,IPCA peso mensal,3102005.Tapete,1.25
72907,2022-04-01,IPCA peso mensal,3102006.Cortina,1.86
72908,2022-04-01,IPCA peso mensal,3102007.Utensílios de metal,0.56
72909,2022-04-01,IPCA peso mensal,3102009.Utensílios de vidro e louça,0.79
72910,2022-04-01,IPCA peso mensal,3102010.Utensílios de plástico,1.78
72911,2022-04-01,IPCA peso mensal,3102035.Flores naturais,7.76
72912,2022-04-01,IPCA peso mensal,3102337.Utensílios para bebê,0.04
72913,2022-04-01,IPCA peso mensal,"3103.Cama, mesa e banho",-0.13
72914,2022-04-01,IPCA peso mensal,3103001.Roupa de cama,-0.14
72915,2022-04-01,IPCA peso mensal,3103003.Roupa de banho,0.32
72916,2022-04-01,IPCA peso mensal,32.Aparelhos eletroeletrônicos,1.92
72917,2022-04-01,IPCA peso mensal,3201.Eletrodomésticos e equipamentos,2.25
72918,2022-04-01,IPCA peso mensal,3201001.Refrigerador,2.53
72919,2022-04-01,IPCA peso mensal,3201002.Ar-condicionado,0.79
72920,2022-04-01,IPCA peso mensal,3201006.Máquina de lavar roupa,2.88
72921,2022-04-01,IPCA peso mensal,3201013.Ventilador,1.16
72922,2022-04-01,IPCA peso mensal,3201021.Fogão,1.75
72923,2022-04-01,IPCA peso mensal,3201050.Chuveiro elétrico,0.87
72924,2022-04-01,IPCA peso mensal,"3202.Tv, som e informática",1.53
72925,2022-04-01,IPCA peso mensal,3202001.Televisor,1.49
72926,2022-04-01,IPCA peso mensal,3202003.Aparelho de som,0.85
72927,2022-04-01,IPCA peso mensal,3202008.Videogame (console),-4.2
72928,2022-04-01,IPCA peso mensal,3202028.Computador pessoal,1.69
72929,2022-04-01,IPCA peso mensal,33.Consertos e manutenção,0.84
72930,2022-04-01,IPCA peso mensal,3301.Consertos e manutenção,0.84
72931,2022-04-01,IPCA peso mensal,3301002.Conserto de refrigerador,1.54
72932,2022-04-01,IPCA peso mensal,3301006.Conserto de televisor,0.27
72933,2022-04-01,IPCA peso mensal,3301015.Conserto de máquina de lavar roupa,0.83
72934,2022-04-01,IPCA peso mensal,3301022.Reforma de estofado,1.57
72935,2022-04-01,IPCA peso mensal,3301088.Conserto de aparelho celular,0.84
72936,2022-04-01,IPCA peso mensal,3301130.Conserto de bicicleta,0.62
72937,2022-04-01,IPCA peso mensal,4.Vestuário,1.26
72938,2022-04-01,IPCA peso mensal,41.Roupas,1.54
72939,2022-04-01,IPCA peso mensal,4101.Roupa masculina,1.34
72940,2022-04-01,IPCA peso mensal,4101002.Calça comprida masculina,1.76
72941,2022-04-01,IPCA peso mensal,4101005.Agasalho masculino,3.39
72942,2022-04-01,IPCA peso mensal,4101006.Bermuda/short masculino,0.97
72943,2022-04-01,IPCA peso mensal,4101008.Cueca,3.04
72944,2022-04-01,IPCA peso mensal,4101009.Camisa/camiseta masculina,1.14
72945,2022-04-01,IPCA peso mensal,4102.Roupa feminina,1.98
72946,2022-04-01,IPCA peso mensal,4102002.Calça comprida feminina,2.88
72947,2022-04-01,IPCA peso mensal,4102003.Agasalho feminino,3.79
72948,2022-04-01,IPCA peso mensal,4102004.Saia,1.57
72949,2022-04-01,IPCA peso mensal,4102005.Vestido,2.38
72950,2022-04-01,IPCA peso mensal,4102008.Blusa,1.53
72951,2022-04-01,IPCA peso mensal,4102010.Lingerie,0.35
72952,2022-04-01,IPCA peso mensal,4102013.Bermuda/short feminino,1.7
72953,2022-04-01,IPCA peso mensal,4103.Roupa infantil,0.95
72954,2022-04-01,IPCA peso mensal,4103001.Uniforme escolar,0.7
72955,2022-04-01,IPCA peso mensal,4103002.Calça comprida infantil,3.03
72956,2022-04-01,IPCA peso mensal,4103005.Agasalho infantil,3.07
72957,2022-04-01,IPCA peso mensal,4103007.Vestido infantil,1.18
72958,2022-04-01,IPCA peso mensal,4103008.Bermuda/short infantil,1.89
72959,2022-04-01,IPCA peso mensal,4103011.Camisa/camiseta infantil,0.62
72960,2022-04-01,IPCA peso mensal,4103031.Conjunto infantil,-0.16
72961,2022-04-01,IPCA peso mensal,42.Calçados e acessórios,0.9
72962,2022-04-01,IPCA peso mensal,4201.Calçados e acessórios,0.9
72963,2022-04-01,IPCA peso mensal,4201002.Sapato masculino,0.4
72964,2022-04-01,IPCA peso mensal,4201003.Sapato feminino,0.61
72965,2022-04-01,IPCA peso mensal,4201004.Sapato infantil,0.18
72966,2022-04-01,IPCA peso mensal,4201015.Bolsa,1.38
72967,2022-04-01,IPCA peso mensal,4201040.Mochila,1.72
72968,2022-04-01,IPCA peso mensal,4201063.Tênis,1.09
72969,2022-04-01,IPCA peso mensal,4201098.Sandália/chinelo,1.19
72970,2022-04-01,IPCA peso mensal,43.Joias e bijuterias,-0.6
72971,2022-04-01,IPCA peso mensal,4301.Joias e bijuterias,-0.6
72972,2022-04-01,IPCA peso mensal,4301001.Bijuteria,0.71
72973,2022-04-01,IPCA peso mensal,4301002.Joia,-1.06
72974,2022-04-01,IPCA peso mensal,4301004.Relógio de pulso,0.33
72975,2022-04-01,IPCA peso mensal,44.Tecidos e armarinho,0.98
72976,2022-04-01,IPCA peso mensal,4401.Tecidos e armarinho,0.98
72977,2022-04-01,IPCA peso mensal,4401001.Tecido,1.28
72978,2022-04-01,IPCA peso mensal,4401002.Artigos de armarinho,-0.4
72979,2022-04-01,IPCA peso mensal,5.Transportes,1.91
72980,2022-04-01,IPCA peso mensal,51.Transportes,1.91
72981,2022-04-01,IPCA peso mensal,5101.Transporte público,2.66
72982,2022-04-01,IPCA peso mensal,5101001.Ônibus urbano,0.42
72983,2022-04-01,IPCA peso mensal,5101002.Táxi,9.16
72984,2022-04-01,IPCA peso mensal,5101004.Trem,0.0
72985,2022-04-01,IPCA peso mensal,5101006.Ônibus intermunicipal,0.28
72986,2022-04-01,IPCA peso mensal,5101007.Ônibus interestadual,0.56
72987,2022-04-01,IPCA peso mensal,5101010.Passagem aérea,9.48
72988,2022-04-01,IPCA peso mensal,5101011.Metrô,3.64
72989,2022-04-01,IPCA peso mensal,5101026.Transporte escolar,0.53
72990,2022-04-01,IPCA peso mensal,5101051.Transporte por aplicativo,4.09
72991,2022-04-01,IPCA peso mensal,5101053.Integração transporte público,0.0
72992,2022-04-01,IPCA peso mensal,5102.Veículo próprio,0.81
72993,2022-04-01,IPCA peso mensal,5102001.Automóvel novo,0.44
72994,2022-04-01,IPCA peso mensal,5102004.Emplacamento e licença,1.7
72995,2022-04-01,IPCA peso mensal,5102005.Seguro voluntário de veículo,3.31
72996,2022-04-01,IPCA peso mensal,5102006.Multa,0.0
72997,2022-04-01,IPCA peso mensal,5102007.Óleo lubrificante,-0.45
72998,2022-04-01,IPCA peso mensal,5102009.Acessórios e peças,1.54
72999,2022-04-01,IPCA peso mensal,5102010.Pneu,0.53
73000,2022-04-01,IPCA peso mensal,5102011.Conserto de automóvel,0.79
73001,2022-04-01,IPCA peso mensal,5102013.Estacionamento,1.97
73002,2022-04-01,IPCA peso mensal,5102015.Pedágio,-0.04
73003,2022-04-01,IPCA peso mensal,5102020.Automóvel usado,-0.47
73004,2022-04-01,IPCA peso mensal,5102037.Pintura de veículo,0.4
73005,2022-04-01,IPCA peso mensal,5102051.Aluguel de veículo,-2.78
73006,2022-04-01,IPCA peso mensal,5102053.Motocicleta,1.02
73007,2022-04-01,IPCA peso mensal,5104.Combustíveis (veículos),3.2
73008,2022-04-01,IPCA peso mensal,5104001.Gasolina,2.48
73009,2022-04-01,IPCA peso mensal,5104002.Etanol,8.44
73010,2022-04-01,IPCA peso mensal,5104003.Óleo diesel,4.74
73011,2022-04-01,IPCA peso mensal,5104005.Gás veicular,0.24
73012,2022-04-01,IPCA peso mensal,6.Saúde e cuidados pessoais,1.77
73013,2022-04-01,IPCA peso mensal,61.Produtos farmacêuticos e óticos,5.82
73014,2022-04-01,IPCA peso mensal,6101.Produtos farmacêuticos,6.13
73015,2022-04-01,IPCA peso mensal,6101001.Anti-infeccioso e antibiótico,6.15
73016,2022-04-01,IPCA peso mensal,6101002.Analgésico e antitérmico,5.95
73017,2022-04-01,IPCA peso mensal,6101003.Anti-inflamatório e antirreumático,6.79
73018,2022-04-01,IPCA peso mensal,6101004.Antigripal e antitussígeno,4.89
73019,2022-04-01,IPCA peso mensal,6101006.Dermatológico,5.4
73020,2022-04-01,IPCA peso mensal,6101007.Antialérgico e broncodilatador,6.66
73021,2022-04-01,IPCA peso mensal,6101009.Gastroprotetor,6.63
73022,2022-04-01,IPCA peso mensal,6101010.Vitamina e fortificante,4.04
73023,2022-04-01,IPCA peso mensal,6101011.Hormonal,7.96
73024,2022-04-01,IPCA peso mensal,6101013.Psicotrópico e anorexígeno,5.2
73025,2022-04-01,IPCA peso mensal,6101014.Hipotensor e hipocolesterolêmico,6.81
73026,2022-04-01,IPCA peso mensal,6101051.Oftalmológico,6.75
73027,2022-04-01,IPCA peso mensal,6101064.Antidiabético,6.34
73028,2022-04-01,IPCA peso mensal,6101148.Neurológico,6.55
73029,2022-04-01,IPCA peso mensal,6102.Produtos óticos,1.96
73030,2022-04-01,IPCA peso mensal,6102012.Óculos de grau,1.96
73031,2022-04-01,IPCA peso mensal,62.Serviços de saúde,-0.22
73032,2022-04-01,IPCA peso mensal,6201.Serviços médicos e dentários,0.8
73033,2022-04-01,IPCA peso mensal,6201002.Médico,0.76
73034,2022-04-01,IPCA peso mensal,6201003.Dentista,0.74
73035,2022-04-01,IPCA peso mensal,6201005.Aparelho ortodôntico,0.56
73036,2022-04-01,IPCA peso mensal,6201007.Fisioterapeuta,1.07
73037,2022-04-01,IPCA peso mensal,6201010.Psicólogo,2.02
73038,2022-04-01,IPCA peso mensal,6202.Serviços laboratoriais e hospitalares,0.75
73039,2022-04-01,IPCA peso mensal,6202003.Exame de laboratório,0.92
73040,2022-04-01,IPCA peso mensal,6202004.Hospitalização e cirurgia,0.77
73041,2022-04-01,IPCA peso mensal,6202006.Exame de imagem,0.55
73042,2022-04-01,IPCA peso mensal,6203.Plano de saúde,-0.69
73043,2022-04-01,IPCA peso mensal,6203001.Plano de saúde,-0.69
73044,2022-04-01,IPCA peso mensal,63.Cuidados pessoais,0.85
73045,2022-04-01,IPCA peso mensal,6301.Higiene pessoal,0.85
73046,2022-04-01,IPCA peso mensal,6301001.Produto para cabelo,1.56
73047,2022-04-01,IPCA peso mensal,6301002.Fralda descartável,0.67
73048,2022-04-01,IPCA peso mensal,6301004.Produto para barba,0.1
73049,2022-04-01,IPCA peso mensal,6301006.Produto para pele,-0.03
73050,2022-04-01,IPCA peso mensal,6301007.Produto para higiene bucal,0.96
73051,2022-04-01,IPCA peso mensal,6301010.Produto para unha,-0.44
73052,2022-04-01,IPCA peso mensal,6301011.Perfume,0.43
73053,2022-04-01,IPCA peso mensal,6301014.Desodorante,0.62
73054,2022-04-01,IPCA peso mensal,6301015.Absorvente higiênico,0.29
73055,2022-04-01,IPCA peso mensal,6301016.Sabonete,2.87
73056,2022-04-01,IPCA peso mensal,6301017.Papel higiênico,1.65
73057,2022-04-01,IPCA peso mensal,6301020.Artigos de maquiagem,-0.58
73058,2022-04-01,IPCA peso mensal,7.Despesas pessoais,0.48
73059,2022-04-01,IPCA peso mensal,71.Serviços pessoais,0.29
73060,2022-04-01,IPCA peso mensal,7101.Serviços pessoais,0.29
73061,2022-04-01,IPCA peso mensal,7101001.Costureira,0.0
73062,2022-04-01,IPCA peso mensal,7101005.Manicure,0.15
73063,2022-04-01,IPCA peso mensal,7101010.Empregado doméstico,0.16
73064,2022-04-01,IPCA peso mensal,7101011.Cabeleireiro e barbeiro,-0.27
73065,2022-04-01,IPCA peso mensal,7101014.Depilação,0.2
73066,2022-04-01,IPCA peso mensal,7101034.Cartório,0.0
73067,2022-04-01,IPCA peso mensal,7101036.Despachante,-1.25
73068,2022-04-01,IPCA peso mensal,7101076.Serviço bancário,0.97
73069,2022-04-01,IPCA peso mensal,7101090.Conselho de classe,0.2
73070,2022-04-01,IPCA peso mensal,7101144.Sobrancelha,0.71
73071,2022-04-01,IPCA peso mensal,72.Recreação e fumo,0.78
73072,2022-04-01,IPCA peso mensal,7201.Recreação,0.9
73073,2022-04-01,IPCA peso mensal,7201006.Clube,0.08
73074,2022-04-01,IPCA peso mensal,7201010.Instrumento musical,1.21
73075,2022-04-01,IPCA peso mensal,7201015.Tratamento de animais (clínica),0.3
73076,2022-04-01,IPCA peso mensal,7201019.Bicicleta,-0.37
73077,2022-04-01,IPCA peso mensal,7201020.Alimento para animais,2.05
73078,2022-04-01,IPCA peso mensal,7201023.Brinquedo,1.46
73079,2022-04-01,IPCA peso mensal,7201054.Casa noturna,1.14
73080,2022-04-01,IPCA peso mensal,7201063.Jogos de azar,0.0
73081,2022-04-01,IPCA peso mensal,7201067.Material de caça e pesca,1.26
73082,2022-04-01,IPCA peso mensal,7201090.Hospedagem,1.56
73083,2022-04-01,IPCA peso mensal,7201095.Pacote turístico,0.37
73084,2022-04-01,IPCA peso mensal,7201256.Serviço de higiene para animais,-0.01
73085,2022-04-01,IPCA peso mensal,"7201266.Cinema, teatro e concertos",1.43
73086,2022-04-01,IPCA peso mensal,7202.Fumo,0.0
73087,2022-04-01,IPCA peso mensal,7202041.Cigarro,0.0
73088,2022-04-01,IPCA peso mensal,8.Educação,0.06
73089,2022-04-01,IPCA peso mensal,"81.Cursos, leitura e papelaria",0.06
73090,2022-04-01,IPCA peso mensal,8101.Cursos regulares,0.0
73091,2022-04-01,IPCA peso mensal,8101001.Creche,0.0
73092,2022-04-01,IPCA peso mensal,8101002.Pré-escola,0.0
73093,2022-04-01,IPCA peso mensal,8101003.Ensino fundamental,0.0
73094,2022-04-01,IPCA peso mensal,8101004.Ensino médio,0.0
73095,2022-04-01,IPCA peso mensal,8101005.Ensino superior,0.0
73096,2022-04-01,IPCA peso mensal,8101006.Pós-graduação,0.0
73097,2022-04-01,IPCA peso mensal,8101008.Educação de jovens e adultos,0.0
73098,2022-04-01,IPCA peso mensal,8101045.Curso técnico,0.0
73099,2022-04-01,IPCA peso mensal,8102.Leitura,0.18
73100,2022-04-01,IPCA peso mensal,8102001.Jornal diário,0.0
73101,2022-04-01,IPCA peso mensal,8102004.Revista,1.77
73102,2022-04-01,IPCA peso mensal,8102007.Livro didático,-0.11
73103,2022-04-01,IPCA peso mensal,8102008.Livro não didático,0.75
73104,2022-04-01,IPCA peso mensal,8103.Papelaria,1.16
73105,2022-04-01,IPCA peso mensal,8103001.Caderno,0.99
73106,2022-04-01,IPCA peso mensal,8103014.Artigos de papelaria,1.26
73107,2022-04-01,IPCA peso mensal,8104.Cursos diversos,0.15
73108,2022-04-01,IPCA peso mensal,8104001.Curso preparatório,0.0
73109,2022-04-01,IPCA peso mensal,8104003.Curso de idioma,0.0
73110,2022-04-01,IPCA peso mensal,8104004.Curso de informática,0.78
73111,2022-04-01,IPCA peso mensal,8104005.Autoescola,0.16
73112,2022-04-01,IPCA peso mensal,8104006.Atividades físicas,0.28
73113,2022-04-01,IPCA peso mensal,9.Comunicação,0.08
73114,2022-04-01,IPCA peso mensal,91.Comunicação,0.08
73115,2022-04-01,IPCA peso mensal,9101.Comunicação,0.08
73116,2022-04-01,IPCA peso mensal,9101001.Correio,0.0
73117,2022-04-01,IPCA peso mensal,9101002.Plano de telefonia fixa,0.0
73118,2022-04-01,IPCA peso mensal,9101008.Plano de telefonia móvel,0.0
73119,2022-04-01,IPCA peso mensal,9101010.Tv por assinatura,0.0
73120,2022-04-01,IPCA peso mensal,9101018.Acesso à internet,0.0
73121,2022-04-01,IPCA peso mensal,9101019.Aparelho telefônico,0.41
73122,2022-04-01,IPCA peso mensal,9101115.Serviços de streaming,0.0
73123,2022-04-01,IPCA peso mensal,"9101116.Combo de telefonia, internet e tv por assinatura",0.0
73124,2022-05-01,IPCA peso mensal,Índice geral,0.47
73125,2022-05-01,IPCA peso mensal,1.Alimentação e bebidas,0.48
73126,2022-05-01,IPCA peso mensal,11.Alimentação no domicílio,0.43
73127,2022-05-01,IPCA peso mensal,"1101.Cereais, leguminosas e oleaginosas",1.45
73128,2022-05-01,IPCA peso mensal,1101002.Arroz,0.27
73129,2022-05-01,IPCA peso mensal,1101051.Feijão - mulatinho,0.01
73130,2022-05-01,IPCA peso mensal,1101052.Feijão - preto,-0.97
73131,2022-05-01,IPCA peso mensal,1101053.Feijão - macáçar (fradinho),0.57
73132,2022-05-01,IPCA peso mensal,1101073.Feijão - carioca (rajado),7.31
73133,2022-05-01,IPCA peso mensal,1101079.Milho (em grão),4.76
73134,2022-05-01,IPCA peso mensal,"1102.Farinhas, féculas e massas",3.18
73135,2022-05-01,IPCA peso mensal,1102001.Farinha de arroz,0.26
73136,2022-05-01,IPCA peso mensal,1102006.Macarrão,3.86
73137,2022-05-01,IPCA peso mensal,1102008.Fubá de milho,3.18
73138,2022-05-01,IPCA peso mensal,1102010.Flocos de milho,0.03
73139,2022-05-01,IPCA peso mensal,1102012.Farinha de trigo,4.79
73140,2022-05-01,IPCA peso mensal,1102023.Farinha de mandioca,2.47
73141,2022-05-01,IPCA peso mensal,1102029.Massa semipreparada,2.92
73142,2022-05-01,IPCA peso mensal,1102061.Macarrão instantâneo,1.18
73143,2022-05-01,IPCA peso mensal,"1103.Tubérculos, raízes e legumes",-10.09
73144,2022-05-01,IPCA peso mensal,1103002.Batata-doce,-4.94
73145,2022-05-01,IPCA peso mensal,1103003.Batata-inglesa,-3.94
73146,2022-05-01,IPCA peso mensal,1103004.Inhame,-0.59
73147,2022-05-01,IPCA peso mensal,1103005.Mandioca (aipim),5.22
73148,2022-05-01,IPCA peso mensal,1103020.Abobrinha,-14.24
73149,2022-05-01,IPCA peso mensal,1103025.Pepino,8.02
73150,2022-05-01,IPCA peso mensal,1103026.Pimentão,1.75
73151,2022-05-01,IPCA peso mensal,1103028.Tomate,-23.72
73152,2022-05-01,IPCA peso mensal,1103043.Cebola,21.36
73153,2022-05-01,IPCA peso mensal,1103044.Cenoura,-24.07
73154,2022-05-01,IPCA peso mensal,1104.Açúcares e derivados,1.92
73155,2022-05-01,IPCA peso mensal,1104003.Açúcar refinado,-0.77
73156,2022-05-01,IPCA peso mensal,1104004.Açúcar cristal,0.16
73157,2022-05-01,IPCA peso mensal,1104018.Balas,1.01
73158,2022-05-01,IPCA peso mensal,1104023.Chocolate em barra e bombom,3.95
73159,2022-05-01,IPCA peso mensal,1104032.Sorvete,2.86
73160,2022-05-01,IPCA peso mensal,1104052.Chocolate e achocolatado em pó,2.89
73161,2022-05-01,IPCA peso mensal,1104060.Doce de frutas em pasta,-1.17
73162,2022-05-01,IPCA peso mensal,1104067.Açúcar demerara,0.16
73163,2022-05-01,IPCA peso mensal,1105.Hortaliças e verduras,-3.22
73164,2022-05-01,IPCA peso mensal,1105001.Alface,-4.1
73165,2022-05-01,IPCA peso mensal,1105004.Coentro,-3.47
73166,2022-05-01,IPCA peso mensal,1105005.Couve,2.86
73167,2022-05-01,IPCA peso mensal,1105006.Couve-flor,-10.07
73168,2022-05-01,IPCA peso mensal,1105010.Repolho,-5.55
73169,2022-05-01,IPCA peso mensal,1105012.Cheiro-verde,0.49
73170,2022-05-01,IPCA peso mensal,1105019.Brócolis,-5.33
73171,2022-05-01,IPCA peso mensal,1106.Frutas,-2.3
73172,2022-05-01,IPCA peso mensal,1106001.Banana-da-terra,14.27
73173,2022-05-01,IPCA peso mensal,1106003.Abacaxi,-0.48
73174,2022-05-01,IPCA peso mensal,1106004.Abacate,0.37
73175,2022-05-01,IPCA peso mensal,1106005.Banana - d'água,-2.88
73176,2022-05-01,IPCA peso mensal,1106006.Banana - maçã,-1.19
73177,2022-05-01,IPCA peso mensal,1106008.Banana - prata,-4.24
73178,2022-05-01,IPCA peso mensal,1106011.Laranja - baía,-7.97
73179,2022-05-01,IPCA peso mensal,1106012.Laranja - lima,-1.42
73180,2022-05-01,IPCA peso mensal,1106015.Limão,-6.68
73181,2022-05-01,IPCA peso mensal,1106017.Maçã,-0.01
73182,2022-05-01,IPCA peso mensal,1106018.Mamão,-7.97
73183,2022-05-01,IPCA peso mensal,1106019.Manga,13.62
73184,2022-05-01,IPCA peso mensal,1106020.Maracujá,-6.81
73185,2022-05-01,IPCA peso mensal,1106021.Melancia,-7.69
73186,2022-05-01,IPCA peso mensal,1106022.Melão,-3.07
73187,2022-05-01,IPCA peso mensal,1106023.Pera,-3.31
73188,2022-05-01,IPCA peso mensal,1106027.Tangerina,-6.77
73189,2022-05-01,IPCA peso mensal,1106028.Uva,-4.03
73190,2022-05-01,IPCA peso mensal,1106039.Laranja - pera,-2.51
73191,2022-05-01,IPCA peso mensal,1106051.Morango,13.24
73192,2022-05-01,IPCA peso mensal,1106084.Goiaba,2.65
73193,2022-05-01,IPCA peso mensal,1107.Carnes,0.24
73194,2022-05-01,IPCA peso mensal,1107009.Fígado,1.28
73195,2022-05-01,IPCA peso mensal,1107018.Carne de porco,0.75
73196,2022-05-01,IPCA peso mensal,1107031.Carne de carneiro,5.58
73197,2022-05-01,IPCA peso mensal,1107081.Cupim,-2.06
73198,2022-05-01,IPCA peso mensal,1107084.Contrafilé,-0.07
73199,2022-05-01,IPCA peso mensal,1107085.Filé-mignon,3.83
73200,2022-05-01,IPCA peso mensal,1107087.Chã de dentro,-0.63
73201,2022-05-01,IPCA peso mensal,1107088.Alcatra,1.42
73202,2022-05-01,IPCA peso mensal,1107089.Patinho,0.16
73203,2022-05-01,IPCA peso mensal,1107090.Lagarto redondo,-0.47
73204,2022-05-01,IPCA peso mensal,1107091.Lagarto comum,0.51
73205,2022-05-01,IPCA peso mensal,1107093.Músculo,0.19
73206,2022-05-01,IPCA peso mensal,1107094.Pá,1.24
73207,2022-05-01,IPCA peso mensal,1107095.Acém,-0.84
73208,2022-05-01,IPCA peso mensal,1107096.Peito,-0.59
73209,2022-05-01,IPCA peso mensal,1107097.Capa de filé,1.03
73210,2022-05-01,IPCA peso mensal,1107099.Costela,-0.14
73211,2022-05-01,IPCA peso mensal,1107208.Picanha,1.94
73212,2022-05-01,IPCA peso mensal,1108.Pescados,-0.22
73213,2022-05-01,IPCA peso mensal,1108002.Peixe - anchova,0.84
73214,2022-05-01,IPCA peso mensal,1108004.Peixe - corvina,-2.94
73215,2022-05-01,IPCA peso mensal,1108011.Peixe - tainha,-0.03
73216,2022-05-01,IPCA peso mensal,1108012.Peixe - sardinha,0.56
73217,2022-05-01,IPCA peso mensal,1108013.Camarão,0.9
73218,2022-05-01,IPCA peso mensal,1108019.Peixe - cavala,-0.4
73219,2022-05-01,IPCA peso mensal,1108029.Peixe - cação,0.81
73220,2022-05-01,IPCA peso mensal,1108031.Peixe - merluza,1.22
73221,2022-05-01,IPCA peso mensal,1108032.Peixe - serra,-0.42
73222,2022-05-01,IPCA peso mensal,1108038.Peixe - pescada,-0.44
73223,2022-05-01,IPCA peso mensal,1108045.Caranguejo,-1.18
73224,2022-05-01,IPCA peso mensal,1108049.Peixe - castanha,0.84
73225,2022-05-01,IPCA peso mensal,1108052.Peixe - palombeta,-0.62
73226,2022-05-01,IPCA peso mensal,1108072.Peixe - curimatã,-0.73
73227,2022-05-01,IPCA peso mensal,1108075.Peixe - salmão,-0.46
73228,2022-05-01,IPCA peso mensal,1108080.Peixe - tilápia,0.23
73229,2022-05-01,IPCA peso mensal,1108087.Peixe - tambaqui,-0.03
73230,2022-05-01,IPCA peso mensal,1108088.Peixe - dourada,-3.85
73231,2022-05-01,IPCA peso mensal,1108092.Peixe - filhote,1.29
73232,2022-05-01,IPCA peso mensal,1108096.Peixe - peroá,1.9
73233,2022-05-01,IPCA peso mensal,1108112.Peixe - pintado,0.73
73234,2022-05-01,IPCA peso mensal,1108125.Peixe - aruanã,-0.76
73235,2022-05-01,IPCA peso mensal,1109.Carnes e peixes industrializados,1.85
73236,2022-05-01,IPCA peso mensal,1109002.Presunto,1.54
73237,2022-05-01,IPCA peso mensal,1109007.Salsicha,2.18
73238,2022-05-01,IPCA peso mensal,1109008.Linguiça,2.27
73239,2022-05-01,IPCA peso mensal,1109010.Mortadela,2.7
73240,2022-05-01,IPCA peso mensal,1109012.Salame,-0.08
73241,2022-05-01,IPCA peso mensal,1109023.Bacalhau,1.84
73242,2022-05-01,IPCA peso mensal,1109056.Carne-seca e de sol,0.55
73243,2022-05-01,IPCA peso mensal,1109058.Carne de porco salgada e defumada,0.04
73244,2022-05-01,IPCA peso mensal,1110.Aves e ovos,1.65
73245,2022-05-01,IPCA peso mensal,1110009.Frango inteiro,1.78
73246,2022-05-01,IPCA peso mensal,1110010.Frango em pedaços,1.62
73247,2022-05-01,IPCA peso mensal,1110044.Ovo de galinha,1.51
73248,2022-05-01,IPCA peso mensal,1111.Leites e derivados,3.37
73249,2022-05-01,IPCA peso mensal,1111004.Leite longa vida,4.65
73250,2022-05-01,IPCA peso mensal,1111008.Leite condensado,6.2
73251,2022-05-01,IPCA peso mensal,1111009.Leite em pó,2.47
73252,2022-05-01,IPCA peso mensal,1111011.Queijo,2.4
73253,2022-05-01,IPCA peso mensal,1111019.Iogurte e bebidas lácteas,1.88
73254,2022-05-01,IPCA peso mensal,1111021.Requeijão,3.32
73255,2022-05-01,IPCA peso mensal,1111031.Manteiga,2.43
73256,2022-05-01,IPCA peso mensal,1111038.Leite fermentado,-0.53
73257,2022-05-01,IPCA peso mensal,1112.Panificados,1.83
73258,2022-05-01,IPCA peso mensal,1112003.Biscoito,1.78
73259,2022-05-01,IPCA peso mensal,1112015.Pão francês,1.81
73260,2022-05-01,IPCA peso mensal,1112017.Pão doce,1.9
73261,2022-05-01,IPCA peso mensal,1112018.Pão de forma,2.25
73262,2022-05-01,IPCA peso mensal,1112019.Bolo,1.41
73263,2022-05-01,IPCA peso mensal,1112025.Pão de queijo,3.36
73264,2022-05-01,IPCA peso mensal,1113.Óleos e gorduras,1.8
73265,2022-05-01,IPCA peso mensal,1113013.Óleo de soja,1.81
73266,2022-05-01,IPCA peso mensal,1113014.Azeite de oliva,0.89
73267,2022-05-01,IPCA peso mensal,1113040.Margarina,2.31
73268,2022-05-01,IPCA peso mensal,1114.Bebidas e infusões,0.86
